,YBAcm1,YBAcm2,YBAcm3,YBAcm4,YBAcm5,YBAcm6,YBAcm7,YBAcm8,YBAcm9,YBAcm10,YBAcm11,YBAcm12
Timestamp,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest
2/2/2016,166667,212468,146222,139090,94457,64019,44058,26232,7773,8314,1166,564
2/1/2016,171131,211492,141863,135405,97959,66773,41736,26797,6952,7637,1166,633
1/29/2016,176482,208295,143692,132867,96116,66124,41074,26742,6873,7153,1009,571
1/28/2016,184536,213782,145931,133470,95278,65729,41347,27002,6872,7080,1006,516
1/27/2016,181627,206203,140014,129212,91001,62907,39592,25718,6921,7114,1006,516
1/26/2016,173988,200240,135636,126816,87370,60386,38223,25720,6828,7023,956,516
1/25/2016,176577,202786,141140,127450,89113,60353,39174,26469,6838,7023,956,516
1/22/2016,173815,202010,145168,128344,90234,60435,39130,26636,6833,7023,956,516
1/21/2016,175833,204547,123139,126529,88476,58306,38250,25198,6833,7062,956,516
1/20/2016,178185,201851,120440,126231,88073,56169,38671,25303,6817,7035,956,516
1/19/2016,184809,201933,123199,124627,87853,54772,37506,24492,6509,7010,1032,416
1/18/2016,186279,207336,146922,123808,85361,54560,38231,24397,6508,7006,1034,416
1/15/2016,187272,211340,144854,121627,83035,52545,38464,25304,6508,6973,1034,422
1/14/2016,194988,215112,144084,122369,81910,52224,38875,25164,6407,6974,935,422
1/13/2016,202655,215220,142189,120267,81947,51850,38273,25196,6406,6975,935,422
1/12/2016,205635,215891,136669,115556,80821,51778,38181,24966,6356,6975,928,372
1/11/2016,206385,219884,135724,114675,80874,50598,37454,25038,6354,6953,878,322
1/8/2016,209742,223893,138506,113432,81539,49482,37331,24608,6622,6952,878,326
1/7/2016,212231,223327,138460,111236,82199,49819,36383,24057,6398,6618,878,326
1/6/2016,214974,226814,139870,112000,81286,49393,38027,25008,5988,6568,878,326
1/5/2016,216364,223979,141184,111633,81771,49060,38249,24286,5756,6528,918,318
1/4/2016,220563,223488,143658,110938,79132,47991,38327,22784,5448,6536,886,158
12/31/2015,220719,222726,146470,111676,78912,46856,38926,22237,5404,6496,886,158
12/30/2015,220719,222726,146470,111676,78912,46856,38926,22237,5404,6496,886,158
12/29/2015,223400,219340,146336,112401,76686,46732,38702,22137,5089,6463,886,158
12/24/2015,226446,217823,143688,112431,78266,46882,39223,22118,5087,6443,886,158
12/23/2015,226446,217823,143688,112431,78266,46882,39223,22118,5087,6443,886,158
12/22/2015,227823,218558,143460,112749,78304,47082,39155,22138,5075,6443,886,158
12/21/2015,226402,216978,142258,112811,79584,47856,39747,21476,5027,6434,895,158
12/18/2015,227794,216138,141470,113776,78689,48595,40708,20979,5025,6404,895,158
12/17/2015,228993,220670,145188,112081,77985,49345,42342,21004,4649,5852,822,140
12/16/2015,234715,217042,149842,109557,77726,49724,40720,19851,4662,5073,799,140
12/15/2015,235387,216239,149235,107509,76353,49114,41261,19689,4169,4974,799,140
12/14/2015,236009,214130,146404,105226,74055,48973,38502,18688,3838,4856,804,118
12/11/2015,239079,222125,149000,105708,74443,48236,38427,19085,3838,4855,804,118
12/10/2015,1737,260913,238107,148483,112432,74604,49812,38019,16159,3658,4843,804
12/9/2015,27554,242214,216363,140454,107712,71581,48776,38005,12600,3345,4755,784
12/8/2015,55527,241406,218585,139913,105531,69704,49456,38879,12597,3341,4742,784
12/7/2015,82717,237111,217512,138414,103067,68696,48134,38817,10634,3344,4362,784
12/4/2015,94389,228842,214714,135178,104083,68110,47077,38858,10165,3393,4362,754
12/3/2015,105270,221421,210438,133213,100340,67066,46840,38793,7948,3427,4362,754
12/2/2015,115658,224831,211930,136073,97028,63116,46313,38399,7453,3302,4362,749
12/1/2015,123593,215340,210249,133806,95809,62991,46204,37730,7012,3306,4248,749
11/30/2015,135854,206100,208233,133668,94845,63834,44980,38815,6908,3316,4248,649
11/27/2015,148078,208699,207356,130370,95652,63695,44459,38642,6902,3316,4248,649
11/26/2015,151145,205907,206312,129896,95210,62595,44862,39484,6795,3316,4248,649
11/25/2015,156321,207788,200655,131973,94131,62242,44330,39573,6899,3316,4248,649
11/24/2015,160116,210204,201998,131764,96422,62039,44026,39672,6646,3316,4248,649
11/23/2015,163687,209095,202848,132930,97630,62087,43034,39414,6483,3316,4248,649
11/20/2015,169235,200488,202387,132570,97067,60969,43385,39658,6239,3344,4060,677
11/19/2015,169471,201159,201098,134959,97746,60772,43887,39526,6238,3354,4060,677
11/18/2015,172391,195654,201536,134386,98580,63866,46942,39927,6162,3364,4060,676
11/17/2015,173538,191592,201336,135436,98487,63424,46607,40692,5952,3369,3960,573
11/16/2015,172701,185107,201456,135540,99232,65614,47610,40165,5904,3384,3558,489
11/13/2015,175688,184726,204474,138923,98710,64429,47435,40964,5058,3423,3374,457
11/12/2015,176372,194156,206974,140930,96682,63749,47177,42404,5539,3354,3283,450
11/11/2015,178657,182111,198785,135475,95449,65889,46118,39845,5610,3300,3183,447
11/10/2015,177445,179748,199465,138418,95946,68445,45089,38722,5573,3258,3120,442
11/9/2015,181143,180863,198224,136478,88372,72760,46537,37542,5522,3171,3025,482
11/6/2015,189965,176598,193858,138984,87500,68978,44510,37498,5408,3214,3005,522
11/5/2015,193066,173686,191793,139334,88326,67424,43201,37056,5332,3214,3006,478
11/4/2015,191959,170067,193605,140936,91597,69160,46033,35067,5365,3210,2978,546
11/3/2015,192227,170539,202147,141022,89713,68008,44440,35610,5550,3210,2992,205
11/2/2015,188007,164796,195876,141029,88878,67428,43360,35227,5002,3209,2968,205
10/30/2015,191248,163559,195599,140951,88764,67336,45201,33673,4944,3335,2964,230
10/29/2015,198165,166631,196381,140577,87796,69858,43766,32764,4567,3208,2838,230
10/28/2015,201334,176276,198569,141631,91626,68278,44168,31535,4181,3208,2838,230
10/27/2015,191741,169455,197356,140303,88886,67349,43595,29801,3879,3208,2838,230
10/26/2015,196511,178596,210897,153716,100395,69336,44272,30065,3879,3208,2838,230
10/23/2015,201529,173451,205890,144490,90597,69387,44182,29007,3780,3122,2838,206
10/22/2015,197688,168547,191813,138671,86321,65683,44401,29144,3780,3222,2838,206
10/21/2015,194471,168288,190403,138095,86963,66129,43415,28654,3790,3142,2758,206
10/20/2015,203757,169519,182785,139340,86992,65624,42875,29036,3486,3055,2738,186
10/19/2015,204423,166376,179434,139267,87939,65947,42614,28742,3485,3055,2738,166
10/16/2015,202460,164396,177989,140075,86716,64522,42289,28700,3465,3055,2738,166
10/15/2015,207456,176105,174131,141883,87647,63912,41313,28291,3463,3055,2738,166
10/14/2015,208003,171811,175588,140410,86760,64538,40788,26993,3362,3055,2738,166
10/13/2015,210087,170380,165683,137046,86589,62516,40557,27116,3360,3055,2738,166
10/12/2015,211005,172310,164878,135539,84732,61766,40859,26141,3359,3055,2738,166
10/9/2015,209345,170447,165782,133821,83878,61858,41720,26215,3359,3055,2738,141
10/8/2015,214115,173660,162743,133008,80977,61634,41668,26062,3357,3055,2738,141
10/7/2015,215864,169669,163701,123147,77772,59366,41197,25263,3354,3055,2738,141
10/6/2015,218633,165988,159540,121901,80906,57837,40903,25428,3354,3055,2738,141
10/5/2015,209264,163249,156151,121618,79675,58199,40631,25640,3356,3055,2738,141
10/2/2015,206533,160460,153882,119507,78809,56068,40363,24946,3351,3055,2738,141
10/1/2015,204443,159724,148373,118544,77967,55818,40635,24861,3446,3055,2738,141
9/30/2015,200897,159585,145570,121341,77686,56086,40259,25261,3357,3065,2712,141
9/29/2015,196985,146639,144726,119769,77746,56755,40311,25415,3265,3115,2739,141
9/28/2015,197778,144899,144731,120850,77221,55991,40421,25289,3268,3085,2719,141
9/25/2015,198796,146637,147764,120953,77388,57404,40994,25239,3266,3085,2719,141
9/24/2015,198085,147662,148069,121325,76313,57063,41537,25317,3361,3085,2719,141
9/23/2015,200700,147491,148159,117306,76490,56055,41438,25077,3361,3085,2719,141
9/22/2015,200870,154237,152667,117651,77036,55137,40736,23559,3351,3086,2678,141
9/21/2015,200297,162140,154468,118102,77326,55568,40971,24264,3352,3087,2679,141
9/18/2015,203198,162712,155110,118105,77040,54514,41228,23811,3943,3125,2629,135
9/17/2015,198288,159176,153448,117103,75747,51816,42264,21130,3257,2912,2588,135
9/16/2015,205392,152142,150931,114114,77362,51981,41298,20798,3257,2911,2588,135
9/15/2015,200978,154967,153304,111899,75632,52105,40059,19442,3257,2911,2588,135
9/14/2015,200190,155466,150976,109166,75124,52318,40630,18230,3257,2911,2588,135
9/11/2015,199290,155825,150293,109458,74909,52271,40811,17814,3256,2886,2588,135
9/10/2015,1675,199352,157196,146800,107474,74767,52251,41337,15215,3392,2886,2613
9/9/2015,29982,202497,160978,145672,104827,73656,53999,40924,14968,3359,2908,2612
9/8/2015,64826,205214,154733,140410,103256,72459,53222,38429,14668,3669,2878,2548
9/7/2015,81738,206818,153756,140967,103298,74412,53364,38699,14120,3433,2838,2373
9/4/2015,92984,204869,154733,145816,104379,77189,51916,38241,13769,3355,2824,2283
9/3/2015,109409,205211,156548,146245,103562,74794,51365,38510,13773,3355,2824,2283
9/2/2015,119768,205044,154894,147325,99953,73779,50743,37878,13770,3345,2831,2283
9/1/2015,123632,201760,153969,144148,98426,74800,51190,37930,12782,3345,2857,2283
8/31/2015,126376,196910,153656,144684,95717,73916,50159,37434,11658,3303,2857,2283
8/28/2015,129958,199895,150348,139407,94237,72581,50085,35490,11333,3242,2782,2283
8/27/2015,131279,197675,153268,142351,95355,72580,49373,35132,11308,3242,2782,2283
8/26/2015,135293,193944,146743,138773,92570,69316,47690,33407,10892,3242,2742,2283
8/25/2015,142919,202069,151324,135817,92952,68124,47068,31839,9807,4242,2912,2283
8/24/2015,149400,202280,145417,133464,90112,66150,45600,30576,8857,3259,2737,2283
8/21/2015,166188,207698,149818,144190,86287,67386,45631,30687,8549,3227,2737,2283
8/20/2015,168504,205362,149515,140406,85926,64678,44913,30777,7955,3127,2487,2283
8/19/2015,175255,205540,150670,141227,85885,64660,45175,31031,7933,3127,2487,2283
8/18/2015,178924,203488,150928,141186,84988,64141,44828,30808,7930,3127,2487,2283
8/17/2015,180172,205158,150731,140098,84884,62325,44652,29109,7920,3128,2487,2283
8/14/2015,183321,204087,152305,140064,85170,61141,44119,29120,7860,3128,2487,2283
8/13/2015,184829,210499,153932,140222,85026,61935,43616,28763,7756,3128,2487,2308
8/12/2015,180693,209217,162902,135996,84103,59897,42881,28902,7662,3128,2545,2308
8/11/2015,182604,210324,169675,135246,82186,59828,42636,29807,7661,3129,2545,2308
8/10/2015,183008,202071,157640,133977,81811,59991,42755,29613,7660,3129,2545,2308
8/7/2015,184819,204970,158438,134218,82260,59309,42263,29928,7656,3129,2550,2208
8/6/2015,185913,204640,160306,135957,83339,59295,43985,30540,7651,3128,2491,2208
8/5/2015,188826,197134,161661,135758,85141,62390,44468,30162,7689,3133,2486,2223
8/4/2015,194253,199144,157401,137310,82440,61379,42707,29413,7714,3130,2486,2222
8/3/2015,191853,197039,152518,135826,80303,60294,43231,29411,7747,3130,2486,2122
7/31/2015,191809,192761,151247,135641,80348,60375,43344,29349,7822,3130,2486,2102
7/30/2015,194725,192630,152182,134611,77422,60070,43334,29627,7822,3130,2486,2102
7/29/2015,195485,192153,151145,131616,76447,60055,43293,28761,7821,3130,2486,2102
7/28/2015,193557,191727,155749,132758,77245,60710,42857,28381,7815,3130,2295,2102
7/27/2015,193421,190606,151691,132336,75090,59601,42275,28690,8204,3130,2335,2061
7/24/2015,198760,195866,153775,131300,74589,58760,41010,28680,8403,2830,2335,2061
7/23/2015,201302,196666,153282,126316,74651,58667,40912,28537,7889,2830,2275,1941
7/22/2015,204099,193176,153844,126231,75535,58507,39759,28441,7868,2830,2275,1892
7/21/2015,208382,190121,150836,124330,77096,58541,39329,27986,7764,2830,2230,1872
7/20/2015,207933,184241,141113,123007,70580,58566,39588,27697,7763,2829,2230,1721
7/17/2015,201667,186309,140330,123051,71908,58623,39768,27753,7857,2829,2329,1721
7/16/2015,211196,191347,142182,121466,73163,58943,39483,27551,7823,2829,2329,1721
7/15/2015,212212,188124,138576,120191,73709,58910,39648,27838,8090,2763,2204,1571
7/14/2015,211756,187568,140858,121516,73754,59233,39078,28111,7944,2980,2172,1460
7/13/2015,208064,184521,138584,121965,72926,57889,38125,27759,7793,2863,1910,1039
7/10/2015,205256,184507,134460,119987,72565,58990,38751,26863,6766,2762,1698,1039
7/9/2015,201780,179826,131504,122202,69160,58852,37931,26446,7508,2812,1763,1050
7/8/2015,202495,179539,134435,122851,70178,57648,37918,26576,7236,2762,1681,435
7/7/2015,203584,183612,133813,122347,73494,57141,37554,25990,7435,2464,1662,405
7/6/2015,211903,178170,127413,120989,72187,58043,37846,27031,7729,2364,1562,405
7/3/2015,210667,175327,128276,120859,72314,57455,36930,27509,7645,2447,1562,395
7/2/2015,209096,180808,132403,121894,73408,58967,37182,26728,7884,2627,1617,395
7/1/2015,203726,173899,135020,123802,73469,57020,36546,26556,8414,2667,1517,405
6/30/2015,207249,175134,134375,122039,70558,55935,36000,26361,8351,2507,1517,405
6/29/2015,206539,170893,132138,125880,67408,56954,36157,24571,8328,2507,1515,405
6/26/2015,206528,171403,130720,124988,68258,54739,35533,24824,7962,2507,1460,489
6/25/2015,209247,174230,131280,126037,69317,55472,35523,24323,7841,2457,1388,499
6/24/2015,205955,172399,131373,125830,69100,54810,35630,24274,7852,2457,1296,464
6/23/2015,205489,173688,131523,127187,70162,53814,35568,23583,7896,2564,1148,104
6/22/2015,209632,173701,135008,131254,69099,54732,36262,23711,7858,2514,1148,139
6/19/2015,211176,178639,136231,131694,71640,56856,36448,23402,7791,2523,1270,135
6/18/2015,212154,173234,136807,132585,71735,55350,37140,23810,7410,2469,1382,95
6/17/2015,211110,168895,135104,134144,72159,55390,37815,21180,7259,1978,1226,55
6/16/2015,216611,176743,137174,137586,72032,55513,37723,19979,7210,1978,1191,55
6/15/2015,214651,176766,136408,135378,70769,55928,38517,19278,7184,1978,1616,55
6/12/2015,228025,182284,135914,132729,69885,56540,39953,18776,6936,1978,1332,55
6/11/2015,1000,236913,190007,142599,134514,69645,55452,41816,16180,6659,1978,907
6/10/2015,25955,228068,202368,146272,135727,70772,54146,41962,14520,6716,1978,866
6/9/2015,60126,244354,211823,149365,136377,72143,53367,41797,13903,6588,1880,966
6/8/2015,116667,237763,209159,148599,134507,72864,53183,41900,13272,6357,1840,966
6/5/2015,118646,238335,208194,150398,134297,72719,53210,41920,13268,6317,1840,966
6/4/2015,121391,240649,208638,148529,132843,74518,53686,42331,13250,6502,1886,991
6/3/2015,123079,242774,205134,147466,123764,73370,53124,42697,13112,6791,1891,900
6/2/2015,125238,240041,199160,147318,118154,73919,51655,42153,12345,6779,1727,900
6/1/2015,126645,227389,195497,143595,116649,72152,50518,42100,11241,6777,1727,900
5/29/2015,129860,229767,197336,141384,118318,75607,49851,41628,10642,6775,1702,900
5/28/2015,143626,227783,200163,141976,116230,71268,49644,40561,10880,6874,1702,950
5/27/2015,149578,220108,194521,137704,107848,69648,49441,38783,10216,6873,1703,950
5/26/2015,154272,219905,192094,137279,106531,69840,49265,37846,10029,6873,1706,925
5/25/2015,159079,224242,190709,136899,107165,69461,49464,37031,9700,6873,1706,925
5/22/2015,161031,226427,191506,138678,108840,69845,49101,36789,9848,6723,1756,925
5/21/2015,158178,224521,189286,137935,108460,69047,48810,36465,9877,6321,1259,850
5/20/2015,162934,225182,190167,139128,108563,66821,47530,35436,9802,6010,954,850
5/19/2015,172625,233867,187872,138051,108300,65698,47271,34951,9362,5809,954,566
5/18/2015,171121,235269,194784,138630,107462,66036,47593,34772,9284,5830,954,566
5/15/2015,172920,237742,196356,140571,105939,64921,47388,33626,9254,5830,954,566
5/14/2015,174516,231681,195002,139633,104116,64664,47047,33870,9332,5809,952,566
5/13/2015,175857,234902,199923,139697,103904,65167,47166,33267,9356,5759,928,415
5/12/2015,177623,231908,201605,139382,104048,64857,47321,33200,9354,5339,928,415
5/11/2015,181202,218783,193867,137320,103186,62489,46586,32573,9386,5305,926,344
5/8/2015,183521,217162,194970,137467,102027,61887,47279,32409,9348,5342,1026,344
5/7/2015,188731,224878,195114,141037,100316,59860,48711,32373,9137,5095,946,346
5/6/2015,193704,221510,190925,134888,96640,59926,46919,32986,9215,5092,809,348
5/5/2015,206757,219004,186040,131256,92211,57700,46808,30727,9500,4973,809,244
5/4/2015,204322,208598,167790,129429,79598,54410,46166,30887,9044,4992,809,244
5/1/2015,210049,208546,167023,129212,78649,54426,45425,30631,8995,4994,809,244
4/30/2015,217574,208930,163676,128555,76732,54391,45545,31063,9041,4920,809,246
4/29/2015,213906,210057,161140,129614,76724,54218,45465,29248,9064,4870,909,444
4/28/2015,210045,206688,164611,127757,76550,52886,43664,28423,9164,4921,708,344
4/27/2015,205216,203545,165999,128439,76952,51774,42537,28008,9064,4921,708,344
4/24/2015,207951,202870,167771,128319,78034,51608,42530,26920,8904,4921,708,344
4/23/2015,211112,207096,175199,132693,79872,52024,42871,27202,9079,5249,708,344
4/22/2015,216903,214745,173576,128328,77400,52605,43508,25902,9097,5249,708,344
4/21/2015,203422,209374,170200,128099,77392,51903,46368,25830,8977,5023,708,344
4/20/2015,204298,211595,173537,129423,78756,50216,46241,24935,9137,5223,808,344
4/17/2015,200223,203489,169250,130025,77295,50361,46321,23532,8748,5223,808,349
4/16/2015,199045,205975,171940,129092,72939,49753,45959,23544,8747,5223,808,349
4/15/2015,193825,200372,175821,129004,72333,50933,45286,24262,8797,5323,808,351
4/14/2015,202579,198768,181511,128658,68734,50849,45524,23505,8790,5324,808,350
4/13/2015,199954,194709,177612,127521,69672,49507,44826,22679,8939,5323,808,150
4/10/2015,200131,194562,178403,128097,73309,49826,44319,23324,8906,5323,808,150
4/9/2015,203604,196896,177816,130818,73357,50868,44090,23509,8799,5323,808,150
4/8/2015,210912,205040,180058,132307,76377,51018,42535,22918,8711,5323,808,153
4/7/2015,213936,204208,183528,137504,75927,50337,42580,22603,8622,5523,782,165
4/2/2015,199513,201167,180916,137238,76324,50621,42429,22571,8535,5564,787,165
4/1/2015,203704,203216,180156,135936,75651,49849,42176,22096,8431,5513,787,165
3/31/2015,198447,203649,181226,131359,74300,50863,43888,22208,8096,5539,887,165
3/30/2015,204349,199219,177406,130750,74345,48231,43024,21521,7876,5076,858,160
3/27/2015,208650,195665,173182,129923,77304,49053,45001,20733,7638,4754,858,160
3/26/2015,211331,193536,172564,125821,73221,48387,43826,19977,7709,4804,858,220
3/25/2015,207280,192577,172187,126793,74845,49156,43383,18879,7634,4804,858,220
3/24/2015,210736,194395,166427,127920,75982,49804,43049,18776,7520,4803,858,120
3/23/2015,208273,192240,168455,129009,76303,48570,42161,18207,7520,4703,858,120
3/20/2015,216652,198011,168551,129884,77144,49439,41504,18215,7527,4822,1348,21
3/19/2015,212825,199389,170837,133179,75163,49472,41233,19072,7457,4367,1308,21
3/18/2015,215125,194450,166765,125570,74129,50161,42375,17436,6956,4316,1308,1
3/17/2015,208894,192327,160819,122560,71241,46969,40303,14970,6651,4316,1308,1
3/16/2015,206067,191550,158801,123463,73345,47942,43200,14168,6355,4217,1308,1
3/13/2015,208451,190924,160857,121534,71309,45871,44946,12468,6012,4192,1308,1
3/12/2015,250,212300,225459,176232,120519,70864,46360,46574,10358,5811,4192,1308
3/11/2015,39630,213002,189583,155082,118804,71404,44822,46756,6984,5761,4192,1383
3/10/2015,61938,205274,185751,153086,119102,71647,44414,46675,6763,5853,4192,1383
3/9/2015,74089,205799,188149,149835,113562,71225,45311,46645,6518,5750,4192,1383
3/6/2015,102441,204248,185647,142888,110139,69497,44050,45542,5285,5409,4162,1383
3/5/2015,116061,206264,182430,144649,108308,70790,44735,44746,5644,5409,4162,1393
3/4/2015,119571,210412,184293,142989,105874,69427,43692,45940,4823,5409,4162,1393
3/3/2015,131295,217263,185277,144482,105995,69652,44427,45349,4766,5408,4162,1393
3/2/2015,131002,215437,178512,143036,105596,71623,45310,46910,4764,5407,4162,1393
2/27/2015,132202,219496,180075,142106,105881,68414,44409,45610,4564,5207,4147,1358
2/26/2015,135634,214951,175973,138925,106433,66745,43549,43288,4422,5182,4121,1358
2/25/2015,136132,209045,171605,135739,106375,66169,42781,42773,4416,5141,4229,1358
2/24/2015,139619,213951,171729,135923,103949,65998,42350,42327,4179,5122,4158,1343
2/23/2015,141012,212400,172908,135816,102814,65590,42266,42899,4166,5072,4059,1343
2/20/2015,144838,210925,166377,137038,102419,65504,42374,42575,3962,5076,4059,1343
2/19/2015,143920,211581,164951,138056,102765,67196,42494,41367,3862,5080,4034,1343
2/18/2015,145794,210772,165385,138342,102864,65792,41574,41831,3809,5076,3873,1143
2/17/2015,151552,209456,164797,134458,101171,64124,41553,41329,3809,5076,3873,1090
2/16/2015,158310,209635,166594,139334,101625,67462,41022,41285,3822,5076,3939,1076
2/13/2015,163790,212474,168413,138927,102832,79016,40220,37801,3809,5076,3889,1076
2/12/2015,169716,214994,173880,142937,104279,68618,40631,37345,3651,5076,3757,1056
2/11/2015,158840,210315,168056,136090,104030,67599,39330,35707,3651,5076,3852,981
2/10/2015,161197,201704,165091,132954,102682,67107,37197,35140,3835,4976,3752,845
2/9/2015,162248,201043,165966,132888,100745,66744,36984,34954,3650,4976,3752,745
2/6/2015,165023,201801,167755,134862,100438,63332,36986,33610,3495,4726,3607,745
2/5/2015,166246,201212,169047,132762,99621,63827,35985,32757,4525,4726,3527,745
2/4/2015,168997,199359,177596,132931,100884,63458,36525,30943,4420,4602,3394,795
2/3/2015,199977,207959,185070,134376,98367,68249,35815,30117,4444,4172,3294,795
2/2/2015,209353,203066,177242,129196,93695,65377,35897,30377,4462,4172,3294,846
1/30/2015,261828,208884,186600,127308,90639,68341,36771,33381,4741,4212,3344,846
1/29/2015,242040,210385,188451,127494,88884,66722,34571,30491,4465,4382,3478,646
1/28/2015,225591,229691,187843,123664,84545,69308,33881,30210,4434,4382,3408,586
1/27/2015,221886,220250,184663,123216,83560,67306,34222,29866,4576,4382,3708,576
1/26/2015,226661,220666,185044,122444,81484,63853,33733,29359,4336,4532,3618,271
1/23/2015,227051,223195,186943,123332,83243,64160,35713,29849,4316,4532,3618,271
1/22/2015,223509,226948,190404,124295,84547,63532,34863,30057,4326,4532,3618,271
1/21/2015,211524,219661,182517,124989,85194,63253,32753,27674,4326,4512,3618,271
1/20/2015,212664,223962,179826,121082,85719,62919,32748,27714,4287,4512,3618,271
1/19/2015,214700,222679,176624,123826,83112,62210,33163,26709,4287,4512,3618,271
1/16/2015,225374,228038,183797,125875,83802,65478,35950,27215,4825,4512,3618,196
1/15/2015,232089,225860,177380,123015,83585,62467,33465,26107,4856,4252,3618,196
1/14/2015,230784,218971,171907,120464,82880,60125,35838,24478,4699,4252,3619,196
1/13/2015,227156,219934,172495,120079,84521,60306,34082,24449,4955,4180,3695,196
1/12/2015,226670,216761,176747,118229,85905,59901,35200,23058,4720,4221,3699,151
1/9/2015,226581,217723,176242,118676,87541,61732,34746,22329,4556,3953,3674,151
1/8/2015,225444,219663,174560,118848,90840,56844,33543,21982,4271,3953,3721,151
1/7/2015,229913,223931,173258,120150,88866,56975,32953,20892,4921,3953,3941,260
1/6/2015,228275,225596,169185,118498,89890,57413,33141,20239,3971,3478,4001,260
1/5/2015,227265,219674,168813,117822,87287,54406,31899,19788,4017,3428,3681,160
1/2/2015,228926,215666,167795,114669,81213,50598,31091,19430,3971,3328,3581,159
12/31/2014,224724,216209,164518,112679,78931,47978,29289,18584,3971,3103,3435,281
12/30/2014,224724,216209,164518,112679,78931,47978,29289,18584,3971,3103,3435,281
12/29/2014,225699,217968,161914,111987,78859,47299,28858,18053,3971,3103,3435,281
12/24/2014,225338,222053,162501,111463,78558,47900,28996,17828,4026,3103,3596,81
12/23/2014,225338,222053,162501,111463,78558,47900,28996,17828,4026,3103,3596,81
12/22/2014,224478,224446,163352,112029,76966,48373,29110,17051,4022,3103,3596,81
12/19/2014,224001,228136,165644,112745,77231,46987,29175,17189,4022,3202,3496,81
12/18/2014,228653,240124,169415,110804,74955,46477,29051,17924,3961,3202,3462,106
12/17/2014,231632,233151,170867,111762,72875,42288,28780,16498,3833,3152,3462,25
12/16/2014,227691,230847,168700,108566,73732,39256,28873,14543,3648,3129,3462,25
12/15/2014,231435,232678,173139,108719,72438,38876,29360,14487,3655,3129,3162,1
12/12/2014,235706,232009,172338,107970,72854,39400,28685,13860,4010,3129,3162,1
12/11/2014,2000,228421,235689,171808,107095,70345,37599,29010,11425,4007,3129,3082
12/10/2014,43244,232863,234883,167620,109535,70330,36383,28344,9812,4248,3127,3083
12/9/2014,70148,223987,236497,164347,111648,69325,38333,27878,9157,4236,3039,3002
12/8/2014,75029,228621,225803,161957,110708,68930,38108,27638,8640,4277,2939,2891
12/5/2014,80747,231568,224863,162659,108919,68795,36468,28932,6796,3820,2537,2891
12/4/2014,96810,231758,224379,165820,102343,69505,34550,27685,6227,3846,2437,2861
12/3/2014,93189,228954,222545,166252,100956,66092,30957,27291,4995,3985,2532,2861
12/2/2014,96301,233428,222478,163692,98106,64256,32142,25916,4869,4032,2532,2785
12/1/2014,93912,231856,213089,161027,100176,62796,29276,26597,4864,4232,2506,2759
11/28/2014,90841,226808,205897,157058,101157,60244,29763,25817,4894,4260,2499,2719
11/27/2014,93922,235427,211195,157032,100647,60088,28342,26087,4682,3930,2496,2707
11/26/2014,96549,240339,222755,157890,100686,62997,28439,25339,4577,3916,2446,2468
11/25/2014,98756,239671,219240,155940,99092,63237,29606,26140,5032,4057,2421,2468
11/24/2014,100110,241921,215180,157747,94957,61976,31619,25273,4072,3820,2320,2293
11/21/2014,105818,243916,215532,163614,94275,61558,31133,25584,4131,3823,2320,2293
11/20/2014,108577,241228,216923,162505,90548,61732,31758,26529,4131,3848,2320,2193
11/19/2014,109591,240738,219572,163378,92984,62411,32664,26800,4253,3848,2215,2193
11/18/2014,119316,236679,217183,159797,92387,59922,31186,24195,4096,3626,2165,1543
11/17/2014,122243,232891,212736,156618,89188,57403,30082,23297,3867,3377,1925,1443
11/14/2014,125687,227442,212655,159682,92488,58451,30780,22934,3917,3379,1925,1443
11/13/2014,130073,230912,214036,162948,95867,59399,30124,22287,4196,3378,1675,1192
11/12/2014,134926,233098,213647,159618,98178,57191,30530,22038,3912,3153,1581,1167
11/11/2014,135845,233421,213417,159048,94937,57786,29858,21469,3964,3153,1581,1167
11/10/2014,138007,232095,212309,161919,95747,58030,30171,20706,3862,3148,1581,1167
11/7/2014,137282,226073,210281,160734,95636,58263,30590,20632,3837,3125,1506,1142
11/6/2014,136419,222607,215621,159571,96773,57842,30590,20335,3425,2975,1506,1142
11/5/2014,137854,218774,215022,157732,96621,55930,29411,19953,3103,2754,1254,847
11/4/2014,142807,220818,217145,158355,100312,60451,30567,20322,3007,2754,1184,822
11/3/2014,146527,219264,218111,155725,101673,60064,29970,19360,2946,2602,945,715
10/31/2014,149372,215656,215003,155710,97759,58913,28700,19701,3030,2602,970,715
10/30/2014,149219,210529,217199,154045,96137,59220,28902,20027,2868,2421,1079,715
10/29/2014,153743,210836,218258,153175,95588,57863,28940,19461,2856,2418,1079,583
10/28/2014,154749,209475,217694,149487,94301,57028,29277,18821,2684,2353,1089,608
10/27/2014,155085,208177,213966,151306,93329,57000,28780,18753,2443,2163,999,608
10/24/2014,154145,203499,216382,150003,96113,56815,28756,18792,2499,2163,949,540
10/23/2014,155961,204929,213994,147716,94588,58652,29637,21485,2430,2182,1025,565
10/22/2014,153727,200445,207344,144581,89623,58183,28315,19941,2160,1988,1009,725
10/21/2014,164450,197291,202696,143598,90942,57681,28065,20485,1744,1973,958,593
10/20/2014,167192,195071,199687,140835,90689,56274,27976,20836,1799,1883,908,594
